q,time
0,0.000013
0,0.000013
0,0.000013
0,0.000013
0,0.000013
0,0.000013
0,0.000013
0,0.000013
0,0.000013
0,0.000013
1,0.000013
1,0.000013
1,0.000013
1,0.000013
1,0.000013
1,0.000013
1,0.000013
1,0.000013
1,0.000013
1,0.000013
2,0.000013
2,0.000013
2,0.000013
2,0.000013
2,0.000013
2,0.000013
2,0.000013
2,0.000013
2,0.000013
2,0.000013
3,0.000013
3,0.000013
3,0.000013
3,0.000013
3,0.000013
3,0.000013
3,0.000013
3,0.000013
3,0.000013
3,0.000013
4,0.000013
4,0.000013
4,0.000013
4,0.000013
4,0.000013
4,0.000013
4,0.000013
4,0.000013
4,0.000013
4,0.000013
5,0.000013
5,0.000013
5,0.000013
5,0.000013
5,0.000013
5,0.000013
5,0.000013
5,0.000013
5,0.000013
5,0.000013
6,0.000013
6,0.000013
6,0.000013
6,0.000013
6,0.000013
6,0.000013
6,0.000013
6,0.000013
6,0.000013
6,0.000013
7,0.000013
7,0.000013
7,0.000013
7,0.000013
7,0.000013
7,0.000013
7,0.000013
7,0.000013
7,0.000013
7,0.000013
8,0.000013
8,0.000013
8,0.000013
8,0.000013
8,0.000013
8,0.000013
8,0.000013
8,0.000013
8,0.000013
8,0.000013
9,0.000013
9,0.000013
9,0.000013
9,0.000013
9,0.000013
9,0.000013
9,0.000013
9,0.000013
9,0.000013
9,0.000013
10,0.000013
10,0.000013
10,0.000013
10,0.000013
10,0.000013
10,0.000013
10,0.000013
10,0.000013
10,0.000013
10,0.000013
11,0.000013
11,0.000013
11,0.000013
11,0.000013
11,0.000013
11,0.000013
11,0.000013
11,0.000013
11,0.000013
11,0.000013
12,0.000013
12,0.000013
12,0.000013
12,0.000013
12,0.000013
12,0.000013
12,0.000013
12,0.000013
12,0.000013
12,0.000013
13,0.000013
13,0.000013
13,0.000013
13,0.000013
13,0.000013
13,0.000013
13,0.000013
13,0.000013
13,0.000013
13,0.000013
14,0.000013
14,0.000013
14,0.000013
14,0.000013
14,0.000013
14,0.000013
14,0.000013
14,0.000013
14,0.000013
14,0.000013
15,0.000013
15,0.000013
15,0.000013
15,0.000013
15,0.000013
15,0.000013
15,0.000013
15,0.000013
15,0.000013
15,0.000013
16,0.000013
16,0.000013
16,0.000013
16,0.000013
16,0.000013
16,0.000013
16,0.000013
16,0.000013
16,0.000013
16,0.000013
17,0.000013
17,0.000013
17,0.000013
17,0.000013
17,0.000013
17,0.000013
17,0.000013
17,0.000013
17,0.000013
17,0.000013
18,0.000013
18,0.000013
18,0.000013
18,0.000013
18,0.000013
18,0.000013
18,0.000013
18,0.000013
18,0.000013
18,0.000013
19,0.000013
19,0.000013
19,0.000013
19,0.000013
19,0.000013
19,0.000013
19,0.000013
19,0.000013
19,0.000013
19,0.000013
20,0.000013
20,0.000013
20,0.000013
20,0.000013
20,0.000013
20,0.000013
20,0.000013
20,0.000013
20,0.000013
20,0.000013
21,0.000013
21,0.000013
21,0.000013
21,0.000013
21,0.000013
21,0.000013
21,0.000013
21,0.000013
21,0.000013
21,0.000013
22,0.000013
22,0.000013
22,0.000013
22,0.000013
22,0.000013
22,0.000013
22,0.000013
22,0.000013
22,0.000013
22,0.000013
23,0.000013
23,0.000013
23,0.000013
23,0.000013
23,0.000013
23,0.000013
23,0.000013
23,0.000013
23,0.000013
23,0.000013
24,0.000013
24,0.000013
24,0.000013
24,0.000013
24,0.000013
24,0.000013
24,0.000013
24,0.000013
24,0.000013
24,0.000013
25,0.000013
25,0.000013
25,0.000013
25,0.000013
25,0.000013
25,0.000013
25,0.000013
25,0.000013
25,0.000013
25,0.000013
26,0.000013
26,0.000013
26,0.000013
26,0.000013
26,0.000013
26,0.000013
26,0.000013
26,0.000013
26,0.000013
26,0.000013
27,0.000013
27,0.000013
27,0.000013
27,0.000013
27,0.000013
27,0.000013
27,0.000013
27,0.000013
27,0.000013
27,0.000013
28,0.000013
28,0.000013
28,0.000013
28,0.000013
28,0.000013
28,0.000013
28,0.000013
28,0.000013
28,0.000013
28,0.000013
29,0.000013
29,0.000013
29,0.000013
29,0.000013
29,0.000013
29,0.000013
29,0.000013
29,0.000013
29,0.000013
29,0.000013
30,0.000013
30,0.000013
30,0.000013
30,0.000013
30,0.000013
30,0.000013
30,0.000013
30,0.000013
30,0.000013
30,0.000013
31,0.000013
31,0.000013
31,0.000013
31,0.000013
31,0.000013
31,0.000013
31,0.000013
31,0.000013
31,0.000013
31,0.000013
32,0.000013
32,0.000013
32,0.000013
32,0.000013
32,0.000013
32,0.000013
32,0.000013
32,0.000013
32,0.000013
32,0.000013
33,0.000013
33,0.000013
33,0.000013
33,0.000013
33,0.000013
33,0.000013
33,0.000013
33,0.000013
33,0.000013
33,0.000013
34,0.000013
34,0.000013
34,0.000013
34,0.000013
34,0.000013
34,0.000013
34,0.000013
34,0.000013
34,0.000013
34,0.000013
35,0.000013
35,0.000013
35,0.000013
35,0.000013
35,0.000013
35,0.000013
35,0.000013
35,0.000013
35,0.000013
35,0.000013
36,0.000013
36,0.000013
36,0.000013
36,0.000013
36,0.000013
36,0.000013
36,0.000013
36,0.000013
36,0.000013
36,0.000013
37,0.000013
37,0.000013
37,0.000013
37,0.000013
37,0.000013
37,0.000013
37,0.000013
37,0.000013
37,0.000013
37,0.000013
38,0.000013
38,0.000013
38,0.000013
38,0.000013
38,0.000013
38,0.000013
38,0.000013
38,0.000013
38,0.000013
38,0.000013
39,0.000013
39,0.000013
39,0.000013
39,0.000013
39,0.000013
39,0.000013
39,0.000013
39,0.000013
39,0.000013
39,0.000013
40,0.000013
40,0.000013
40,0.000013
40,0.000013
40,0.000013
40,0.000013
40,0.000013
40,0.000013
40,0.000013
40,0.000013
41,0.000013
41,0.000013
41,0.000013
41,0.000013
41,0.000013
41,0.000013
41,0.000013
41,0.000013
41,0.000013
41,0.000013
42,0.000013
42,0.000013
42,0.000013
42,0.000013
42,0.000013
42,0.000013
42,0.000013
42,0.000013
42,0.000013
42,0.000013
43,0.000013
43,0.000013
43,0.000013
43,0.000013
43,0.000013
43,0.000013
43,0.000013
43,0.000013
43,0.000013
43,0.000013
44,0.000013
44,0.000013
44,0.000013
44,0.000013
44,0.000013
44,0.000013
44,0.000013
44,0.000013
44,0.000013
44,0.000013
45,0.000013
45,0.000013
45,0.000013
45,0.000013
45,0.000013
45,0.000013
45,0.000013
45,0.000013
45,0.000013
45,0.000013
46,0.000013
46,0.000013
46,0.000013
46,0.000013
46,0.000013
46,0.000013
46,0.000013
46,0.000013
46,0.000013
46,0.000013
47,0.000013
47,0.000013
47,0.000013
47,0.000013
47,0.000013
47,0.000013
47,0.000013
47,0.000013
47,0.000013
47,0.000013
48,0.000013
48,0.000013
48,0.000013
48,0.000013
48,0.000013
48,0.000013
48,0.000013
48,0.000013
48,0.000013
48,0.000013
49,0.000013
49,0.000013
49,0.000013
49,0.000013
49,0.000013
49,0.000013
49,0.000013
49,0.000013
49,0.000013
49,0.000013
50,0.000013
50,0.000013
50,0.000013
50,0.000013
50,0.000013
50,0.000013
50,0.000013
50,0.000013
50,0.000013
50,0.000013
51,0.000013
51,0.000013
51,0.000013
51,0.000013
51,0.000013
51,0.000013
51,0.000013
51,0.000013
51,0.000013
51,0.000013
52,0.000013
52,0.000013
52,0.000013
52,0.000013
52,0.000013
52,0.000013
52,0.000013
52,0.000013
52,0.000013
52,0.000013
53,0.000013
53,0.000013
53,0.000014
53,0.000013
53,0.000013
53,0.000013
53,0.000013
53,0.000013
53,0.000014
53,0.000013
54,0.000013
54,0.000013
54,0.000013
54,0.000013
54,0.000013
54,0.000013
54,0.000013
54,0.000013
54,0.000013
54,0.000013
55,0.000013
55,0.000013
55,0.000013
55,0.000013
55,0.000013
55,0.000013
55,0.000013
55,0.000013
55,0.000013
55,0.000013
56,0.000013
56,0.000013
56,0.000013
56,0.000013
56,0.000013
56,0.000013
56,0.000013
56,0.000013
56,0.000013
56,0.000013
57,0.000013
57,0.000013
57,0.000013
57,0.000013
57,0.000013
57,0.000013
57,0.000013
57,0.000013
57,0.000013
57,0.000013
58,0.000013
58,0.000013
58,0.000013
58,0.000013
58,0.000013
58,0.000013
58,0.000013
58,0.000013
58,0.000013
58,0.000013
59,0.000013
59,0.000013
59,0.000013
59,0.000013
59,0.000013
59,0.000013
59,0.000013
59,0.000013
59,0.000013
59,0.000013
60,0.000013
60,0.000013
60,0.000013
60,0.000013
60,0.000013
60,0.000013
60,0.000013
60,0.000013
60,0.000013
60,0.000013
61,0.000013
61,0.000013
61,0.000013
61,0.000013
61,0.000013
61,0.000013
61,0.000013
61,0.000013
61,0.000013
61,0.000013
62,0.000013
62,0.000013
62,0.000013
62,0.000013
62,0.000013
62,0.000013
62,0.000013
62,0.000013
62,0.000013
62,0.000013
63,0.000013
63,0.000013
63,0.000013
63,0.000013
63,0.000013
63,0.000013
63,0.000013
63,0.000013
63,0.000013
63,0.000013
64,0.000013
64,0.000013
64,0.000013
64,0.000013
64,0.000013
64,0.000013
64,0.000013
64,0.000013
64,0.000013
64,0.000013
65,0.000013
65,0.000013
65,0.000013
65,0.000013
65,0.000013
65,0.000013
65,0.000013
65,0.000013
65,0.000013
65,0.000013
66,0.000013
66,0.000013
66,0.000013
66,0.000013
66,0.000013
66,0.000013
66,0.000013
66,0.000013
66,0.000013
66,0.000013
67,0.000013
67,0.000013
67,0.000013
67,0.000013
67,0.000013
67,0.000013
67,0.000013
67,0.000013
67,0.000013
67,0.000013
68,0.000013
68,0.000013
68,0.000013
68,0.000013
68,0.000013
68,0.000013
68,0.000013
68,0.000013
68,0.000013
68,0.000013
69,0.000013
69,0.000013
69,0.000013
69,0.000013
69,0.000013
69,0.000013
69,0.000013
69,0.000013
69,0.000013
69,0.000013
70,0.000013
70,0.000013
70,0.000013
70,0.000013
70,0.000013
70,0.000013
70,0.000013
70,0.000013
70,0.000013
70,0.000013
71,0.000013
71,0.000013
71,0.000013
71,0.000013
71,0.000013
71,0.000013
71,0.000013
71,0.000013
71,0.000013
71,0.000013
72,0.000013
72,0.000013
72,0.000013
72,0.000013
72,0.000013
72,0.000013
72,0.000013
72,0.000013
72,0.000013
72,0.000013
73,0.000013
73,0.000013
73,0.000013
73,0.000013
73,0.000013
73,0.000013
73,0.000013
73,0.000013
73,0.000013
73,0.000013
74,0.000013
74,0.000013
74,0.000013
74,0.000013
74,0.000013
74,0.000013
74,0.000013
74,0.000013
74,0.000013
74,0.000013
75,0.000013
75,0.000013
75,0.000013
75,0.000013
75,0.000013
75,0.000013
75,0.000013
75,0.000013
75,0.000013
75,0.000013
76,0.000013
76,0.000013
76,0.000013
76,0.000013
76,0.000013
76,0.000013
76,0.000013
76,0.000013
76,0.000013
76,0.000013
77,0.000013
77,0.000013
77,0.000013
77,0.000013
77,0.000013
77,0.000013
77,0.000013
77,0.000013
77,0.000013
77,0.000013
78,0.000013
78,0.000013
78,0.000013
78,0.000013
78,0.000013
78,0.000013
78,0.000013
78,0.000013
78,0.000013
78,0.000013
79,0.000013
79,0.000013
79,0.000013
79,0.000013
79,0.000013
79,0.000013
79,0.000013
79,0.000013
79,0.000013
79,0.000013
80,0.000013
80,0.000013
80,0.000013
80,0.000013
80,0.000013
80,0.000013
80,0.000013
80,0.000013
80,0.000013
80,0.000013
81,0.000013
81,0.000013
81,0.000013
81,0.000013
81,0.000013
81,0.000013
81,0.000013
81,0.000013
81,0.000013
81,0.000013
82,0.000013
82,0.000013
82,0.000013
82,0.000013
82,0.000013
82,0.000013
82,0.000013
82,0.000013
82,0.000013
82,0.000013
83,0.000013
83,0.000013
83,0.000013
83,0.000013
83,0.000013
83,0.000013
83,0.000013
83,0.000013
83,0.000013
83,0.000013
84,0.000013
84,0.000013
84,0.000013
84,0.000013
84,0.000013
84,0.000013
84,0.000013
84,0.000013
84,0.000013
84,0.000013
85,0.000013
85,0.000013
85,0.000013
85,0.000013
85,0.000013
85,0.000013
85,0.000013
85,0.000013
85,0.000013
85,0.000013
86,0.000013
86,0.000013
86,0.000013
86,0.000013
86,0.000013
86,0.000013
86,0.000013
86,0.000013
86,0.000013
86,0.000013
87,0.000013
87,0.000013
87,0.000013
87,0.000013
87,0.000013
87,0.000013
87,0.000013
87,0.000013
87,0.000013
87,0.000013
88,0.000013
88,0.000013
88,0.000013
88,0.000013
88,0.000013
88,0.000013
88,0.000013
88,0.000013
88,0.000013
88,0.000013
89,0.000013
89,0.000013
89,0.000013
89,0.000013
89,0.000013
89,0.000013
89,0.000013
89,0.000013
89,0.000013
89,0.000013
90,0.000013
90,0.000013
90,0.000013
90,0.000013
90,0.000013
90,0.000013
90,0.000013
90,0.000013
90,0.000013
90,0.000013
91,0.000013
91,0.000013
91,0.000013
91,0.000013
91,0.000013
91,0.000013
91,0.000013
91,0.000013
91,0.000013
91,0.000013
92,0.000013
92,0.000013
92,0.000013
92,0.000013
92,0.000013
92,0.000013
92,0.000013
92,0.000013
92,0.000013
92,0.000013
93,0.000013
93,0.000013
93,0.000013
93,0.000013
93,0.000013
93,0.000013
93,0.000013
93,0.000013
93,0.000013
93,0.000013
94,0.000013
94,0.000013
94,0.000013
94,0.000013
94,0.000013
94,0.000013
94,0.000013
94,0.000013
94,0.000013
94,0.000013
95,0.000013
95,0.000013
95,0.000013
95,0.000013
95,0.000013
95,0.000013
95,0.000013
95,0.000013
95,0.000013
95,0.000013
96,0.000013
96,0.000013
96,0.000013
96,0.000013
96,0.000013
96,0.000013
96,0.000013
96,0.000013
96,0.000013
96,0.000013
97,0.000013
97,0.000013
97,0.000013
97,0.000013
97,0.000013
97,0.000013
97,0.000013
97,0.000013
97,0.000013
97,0.000013
98,0.000013
98,0.000013
98,0.000013
98,0.000013
98,0.000013
98,0.000013
98,0.000013
98,0.000013
98,0.000013
98,0.000013
99,0.000013
99,0.000013
99,0.000013
99,0.000013
99,0.000013
99,0.000013
99,0.000013
99,0.000013
99,0.000013
99,0.000013
100,0.000013
100,0.000013
100,0.000013
100,0.000013
100,0.000013
100,0.000013
100,0.000013
100,0.000013
100,0.000013
100,0.000014
101,0.000013
101,0.000013
101,0.000013
101,0.000013
101,0.000014
101,0.000013
101,0.000013
101,0.000013
101,0.000013
101,0.000013
102,0.000013
102,0.000013
102,0.000013
102,0.000013
102,0.000013
102,0.000013
102,0.000013
102,0.000013
102,0.000013
102,0.000013
103,0.000013
103,0.000013
103,0.000013
103,0.000013
103,0.000013
103,0.000013
103,0.000013
103,0.000013
103,0.000013
103,0.000013
104,0.000013
104,0.000013
104,0.000013
104,0.000013
104,0.000013
104,0.000013
104,0.000013
104,0.000013
104,0.000013
104,0.000013
105,0.000013
105,0.000013
105,0.000013
105,0.000013
105,0.000013
105,0.000013
105,0.000013
105,0.000013
105,0.000013
105,0.000013
106,0.000013
106,0.000013
106,0.000013
106,0.000013
106,0.000013
106,0.000013
106,0.000013
106,0.000013
106,0.000013
106,0.000013
107,0.000013
107,0.000013
107,0.000013
107,0.000013
107,0.000013
107,0.000013
107,0.000013
107,0.000013
107,0.000013
107,0.000013
108,0.000013
108,0.000013
108,0.000013
108,0.000013
108,0.000013
108,0.000013
108,0.000013
108,0.000013
108,0.000013
108,0.000013
109,0.000013
109,0.000014
109,0.000013
109,0.000013
109,0.000013
109,0.000013
109,0.000013
109,0.000013
109,0.000013
109,0.000013
110,0.000013
110,0.000013
110,0.000013
110,0.000014
110,0.000013
110,0.000013
110,0.000013
110,0.000013
110,0.000013
110,0.000013
111,0.000013
111,0.000013
111,0.000013
111,0.000013
111,0.000013
111,0.000014
111,0.000013
111,0.000013
111,0.000013
111,0.000013
112,0.000013
112,0.000013
112,0.000013
112,0.000013
112,0.000014
112,0.000013
112,0.000014
112,0.000014
112,0.000013
112,0.000013
113,0.000014
113,0.000014
113,0.000013
113,0.000013
113,0.000013
113,0.000013
113,0.000013
113,0.000013
113,0.000013
113,0.000014
114,0.000013
114,0.000013
114,0.000013
114,0.000013
114,0.000013
114,0.000013
114,0.000013
114,0.000013
114,0.000013
114,0.000013
115,0.000013
115,0.000013
115,0.000013
115,0.000013
115,0.000013
115,0.000013
115,0.000013
115,0.000013
115,0.000013
115,0.000013
116,0.000013
116,0.000013
116,0.000013
116,0.000013
116,0.000013
116,0.000013
116,0.000013
116,0.000013
116,0.000013
116,0.000013
117,0.000013
117,0.000013
117,0.000013
117,0.000013
117,0.000013
117,0.000013
117,0.000013
117,0.000013
117,0.000013
117,0.000013
118,0.000013
118,0.000013
118,0.000013
118,0.000013
118,0.000013
118,0.000013
118,0.000013
118,0.000013
118,0.000013
118,0.000013
119,0.000013
119,0.000013
119,0.000013
119,0.000013
119,0.000013
119,0.000013
119,0.000013
119,0.000013
119,0.000013
119,0.000013
120,0.000013
120,0.000013
120,0.000013
120,0.000013
120,0.000013
120,0.000013
120,0.000013
120,0.000013
120,0.000013
120,0.000013
121,0.000013
121,0.000013
121,0.000013
121,0.000013
121,0.000013
121,0.000013
121,0.000013
121,0.000013
121,0.000013
121,0.000013
122,0.000013
122,0.000013
122,0.000013
122,0.000013
122,0.000013
122,0.000013
122,0.000013
122,0.000013
122,0.000013
122,0.000013
123,0.000013
123,0.000013
123,0.000013
123,0.000013
123,0.000013
123,0.000013
123,0.000013
123,0.000013
123,0.000013
123,0.000013
124,0.000013
124,0.000013
124,0.000013
124,0.000013
124,0.000013
124,0.000013
124,0.000013
124,0.000013
124,0.000013
124,0.000013
125,0.000013
125,0.000013
125,0.000013
125,0.000013
125,0.000013
125,0.000013
125,0.000013
125,0.000013
125,0.000013
125,0.000013
126,0.000013
126,0.000013
126,0.000013
126,0.000013
126,0.000013
126,0.000013
126,0.000013
126,0.000013
126,0.000013
126,0.000013
127,0.000013
127,0.000013
127,0.000013
127,0.000013
127,0.000013
127,0.000013
127,0.000013
127,0.000013
127,0.000013
127,0.000013
128,0.000013
128,0.000013
128,0.000013
128,0.000013
128,0.000013
128,0.000013
128,0.000013
128,0.000013
128,0.000013
128,0.000013
129,0.000013
129,0.000013
129,0.000013
129,0.000013
129,0.000013
129,0.000013
129,0.000013
129,0.000013
129,0.000013
129,0.000013
130,0.000013
130,0.000013
130,0.000013
130,0.000013
130,0.000013
130,0.000013
130,0.000013
130,0.000013
130,0.000013
130,0.000013
131,0.000013
131,0.000013
131,0.000013
131,0.000013
131,0.000013
131,0.000013
131,0.000013
131,0.000013
131,0.000013
131,0.000013
132,0.000013
132,0.000013
132,0.000013
132,0.000013
132,0.000013
132,0.000013
132,0.000013
132,0.000013
132,0.000013
132,0.000013
133,0.000013
133,0.000013
133,0.000013
133,0.000013
133,0.000013
133,0.000013
133,0.000013
133,0.000013
133,0.000013
133,0.000013
134,0.000013
134,0.000013
134,0.000013
134,0.000013
134,0.000013
134,0.000013
134,0.000013
134,0.000013
134,0.000013
134,0.000013
135,0.000013
135,0.000013
135,0.000013
135,0.000013
135,0.000013
135,0.000013
135,0.000013
135,0.000013
135,0.000013
135,0.000013
136,0.000013
136,0.000013
136,0.000013
136,0.000013
136,0.000013
136,0.000013
136,0.000013
136,0.000013
136,0.000013
136,0.000013
137,0.000013
137,0.000013
137,0.000013
137,0.000013
137,0.000013
137,0.000013
137,0.000013
137,0.000013
137,0.000013
137,0.000013
138,0.000013
138,0.000013
138,0.000013
138,0.000013
138,0.000013
138,0.000013
138,0.000013
138,0.000013
